Cluster,person_w_disabilty___1,person_w_disabilty___2,person_w_disabilty___3,person_w_disabilty___4,person_w_disabilty___5,person_w_disabilty___6,person_w_disabilty___7,activities_access___1,activities_access___2,activities_access___3,activities_access___4,activities_access___5,activities_access___6,income,age,zip_cd
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,0.5714285714285714,0.29586750281395724
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.3047515677761698
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.2095594146968966
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.8571428571428571,0.15292852548641261
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.1514612477890336
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.3333333333333333,0.8571428571428571,0.15292852548641261
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,0.8571428571428571,0.15292852548641261
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0.8571428571428571,0.15932022833252935
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.15292852548641261
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,0.8571428571428571,0.1570992120919762
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,1.0,0.15303907380607815
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0.8571428571428571,0.15292852548641261
C5,0,1,0,1,0,0,1,1,1,1,1,1,1,0.3333333333333333,1.0,0.94511778420968
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0.8571428571428571,0.1571997105643994
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.8571428571428571,0.1531094227367744
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.805223910596559
C2,0,0,0,1,0,0,1,1,1,1,1,1,1,0.5,0.8571428571428571,0.15211448785978454
C2,0,0,1,1,0,1,0,1,1,1,1,1,1,0.0,0.42857142857142855,0.15292852548641261
C4,0,0,1,0,1,1,0,1,1,1,1,1,1,1.0,0.0,0.15292852548641261
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,0.8571428571428571,0.85708112236694
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.9868447499598005
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.5714285714285714,0.5497567936967358
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.7142857142857142,0.6140858658948384
C5,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.6042370155973629
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.15690826499437208
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.5714285714285714,0.6093121884547354
C5,0,0,0,0,0,1,0,1,1,1,1,1,1,0.0,0.8571428571428571,0.603553625984885
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.5714285714285714,0.5379683228814922
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.6091815404405853
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.8571428571428571,0.6050108538350217
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.6164676796912687
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.6081162566328991
C5,0,0,0,1,0,1,0,1,1,1,1,1,1,0.16666666666666666,0.14285714285714285,0.9849352789837594
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,1.0,0.14285714285714285,0.10076981829876186
C5,0,0,0,0,0,1,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.6086488985367422
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.3246502653159672
C2,0,0,0,0,0,1,0,1,1,1,1,1,1,0.3333333333333333,0.8571428571428571,0.0
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.5380286219649462
C5,0,0,0,1,1,1,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.9180736452805918
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.6034531275124618
C5,0,0,1,1,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.6081665058691108
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.6081665058691108
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.2857142857142857,0.6060258884064962
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.6041867663611513
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.6368387200514553
C5,1,0,1,0,0,1,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.6074027174786943
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.2857142857142857,0.607111271908667
C5,0,0,1,1,0,0,1,1,1,1,1,1,1,0.5,0.8571428571428571,0.6049304550570831
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.8571428571428571,0.5347222222222222
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.6075635150345715
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.6048098568901753
C4,1,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.0,0.609171490593343
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.6042370155973629
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.0
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.14285714285714285,0.6125783888084901
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.6047294581122367
C4,1,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.14285714285714285,0.01610990512944203
C5,0,0,0,1,1,0,0,1,1,1,1,1,1,0.16666666666666666,0.14285714285714285,0.8131029908345393
C4,0,1,0,1,1,1,0,1,1,1,1,1,1,0.3333333333333333,0.14285714285714285,0.15281797716674705
C4,1,0,1,1,1,1,0,1,1,1,1,1,1,0.6666666666666666,0.14285714285714285,0.19191188293937933
C4,0,1,0,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,0.14285714285714285,0.15288832609744332
C5,0,0,0,1,0,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.7450554751567776
C4,0,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0.8571428571428571,0.282842900787908
C5,0,0,0,1,1,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.9049284450876347
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.7142857142857142,0.9300430133461971
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.23300570831323364
C5,0,0,0,1,0,1,0,1,1,1,1,1,1,0.5,0.8571428571428571,0.6345071554912365
C5,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.8451519536903039
C3,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0,0.8571428571428571,0.5338679852066248
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.9771767969126869
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.42857142857142855,0.8570710725196977
C2,0,0,0,1,0,1,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.3698745779064158
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.2857142857142857,0.8614327062228654
C5,0,0,0,0,0,1,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.8042490754140537
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,1.0,0.716162164335102
C3,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,1.0,0.716162164335102
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.5714285714285714,0.15291847563917027
C4,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.7142857142857142,0.15690826499437208
C2,0,0,0,0,0,0,1,1,1,1,1,1,1,0.5,0.8571428571428571,0.5558872005145522
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.42857142857142855,0.7543716835504101
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.7142857142857142,0.1508683068017366
C4,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.5538772310660878
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.554007879080238
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.15165219488663773
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.21311706062067856
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.1511899019134909
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.7142857142857142,0.15283807686123171
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.2857142857142857,0.16784249879401833
C2,0,0,1,0,1,1,0,0,0,0,0,0,0,0.5,0.7142857142857142,0.08920244412284933
C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.7142857142857142,0.6086689982312269
C1,0,0,1,1,1,1,0,1,0,0,0,0,0,0.0,0.14285714285714285,0.07891140054671168
C3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.8571428571428571,0.1520642386235729
C3,0,0,1,1,1,1,0,1,0,0,0,0,0,1.0,0.8571428571428571,0.6031114327062228
C2,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0,0.7142857142857142,0.20880567615372245
C4,0,0,1,0,1,1,0,0,1,1,0,0,0,0.6666666666666666,0.8571428571428571,0.08901149702524522
C2,0,0,1,1,1,0,0,1,0,0,1,0,0,0.0,0.8571428571428571,0.15221498633220776
C2,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.8571428571428571,0.15107935359382538
C3,0,0,1,1,0,0,0,1,1,0,1,1,0,1.0,0.8571428571428571,0.0
C3,0,0,0,1,0,0,0,1,1,0,1,1,0,0.6666666666666666,0.8571428571428571,0.6110809615693842
C3,0,0,1,1,1,1,1,1,1,0,1,1,0,0.3333333333333333,0.8571428571428571,0.6094227367744011
C2,0,0,0,1,0,0,0,0,0,1,1,1,0,0.0,0.5714285714285714,0.33358457951439136
C2,0,0,0,1,0,0,0,1,1,1,1,1,0,0.3333333333333333,0.8571428571428571,0.15075775848207107
C1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,0.7142857142857142,0.9796490593342981
C2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.9801314520019295
C1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.7142857142857142,0.29858096156938413
C3,1,0,0,1,0,0,0,1,0,0,1,0,1,0.5,0.8571428571428571,0.08875020099694485
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.07498191027496381
C2,0,0,1,0,0,0,0,1,1,1,1,0,1,0.3333333333333333,0.7142857142857142,0.15295867502813956
C3,0,1,0,0,0,0,1,1,1,0,0,1,1,0.6666666666666666,1.0,0.8570610226724553
C2,0,0,1,1,1,1,0,1,0,0,1,1,1,0.0,0.8571428571428571,0.6345071554912365
C2,0,0,0,1,1,1,0,1,1,0,1,1,1,0.3333333333333333,0.7142857142857142,0.16382255989708955
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.9269376105483197
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.15291847563917027
C5,1,0,0,0,0,0,1,1,1,0,1,1,1,0.0,1.0,0.9311786460845795
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,0.16666666666666666,0.42857142857142855,0.6031516320951922
C5,0,0,0,0,0,1,0,1,1,0,1,1,1,0.0,0.5714285714285714,0.9795586107091172
C4,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.22742804309374498
C4,0,1,1,1,0,0,0,1,1,1,1,1,1,0.0,0.14285714285714285,0.07785616658626789
C5,0,0,0,1,1,0,0,1,1,1,1,1,1,1.0,0.8571428571428571,0.8956423862357292
C4,1,0,0,1,1,1,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.10361392506833896
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.2857142857142857,0.9487256793696736
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.2821796108699148
C4,0,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0.8571428571428571,0.36988462775365816
